<PorterStemmer>
33.50181579589844
         51751046 function calls (51737076 primitive calls) in 33.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        5    0.000    0.000    0.000    0.000 combinator.py:84(__init__)
        4    0.000    0.000    0.000    0.000 core.py:6433(__has_singleton)
        1    0.000    0.000    0.000    0.000 _search.py:1037(GridSearchCV)
        1    0.000    0.000    0.000    0.000 pydoc.py:1986(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7240(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 wordnet.py:212(Lemma)
        1    0.000    0.000    0.000    0.000 _classes.py:781(NuSVC)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:823(bradford_gen)
        1    0.000    0.000    0.000    0.000 numeric.py:1858(isscalar)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3127(ndim)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:568(ImmediateResult)
        1    0.000    0.000    0.000    0.000 hb.py:423(HBFile)
        1    0.000    0.000    0.000    0.000 glm.py:50(GeneralizedLinearRegressor)
        1    0.000    0.000    0.000    0.000 logger.py:63(Logger)
        1    0.000    0.000    0.000    0.000 _multivariate.py:267(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 threading.py:216(Condition)
        1    0.000    0.000    0.000    0.000 request.py:643(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3386(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 parallel.py:122(parallel_backend)
        1    0.000    0.000    0.000    0.000 _cubic.py:364(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 function_base.py:1951(vectorize)
        1    0.000    0.000    0.000    0.000 zipfile.py:1102(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 sysconfig.py:611(get_config_var)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 matfuncs.py:208(ProductOperator)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:239(BFGS)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 _multivariate.py:820(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.000    0.000 blas.py:238(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:195(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 threading.py:743(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        4    0.000    0.000    0.000    0.000 logic.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3425(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 utils.py:1964(clear_and_catch_warnings)
        2    0.000    0.000    0.000    0.000 api.py:111(reset_id)
        1    0.000    0.000    0.000    0.000 mio4.py:444(VarWriter4)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:200(ProbabilisticNonprojectiveParser)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4663(multivariate_hypergeom_frozen)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:181(Tokenizer)
        1    0.000    0.000    0.000    0.000 association.py:312(QuadgramAssocMeasures)
        1    0.000    0.000    0.000    0.000 downloader.py:291(Collection)
        1    0.000    0.000    0.000    0.000 featstruct.py:2101(CustomFeatureValue)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:353(geom_gen)
        1    0.000    0.000    0.000    0.000 executor.py:23(MemmappingExecutor)
        1    0.000    0.000    0.000    0.000 process.py:256(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 resolution.py:174(Clause)
        1    0.000    0.000    0.000    0.000 linearlogic.py:15(Tokens)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _scorer.py:267(_ProbaScorer)
        8    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 _perceptron.py:7(Perceptron)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:578(SafeFunction)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3575(SetBase)
        1    0.000    0.000    0.000    0.000 featstruct.py:1947(FeatureValueConcat)
        1    0.000    0.000    0.000    0.000 distance.py:1649(CDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 kdtree.py:301(leafnode)
        1    0.000    0.000    0.000    0.000 probability.py:983(HeldoutProbDist)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 _bayes.py:432(ARDRegression)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:2861(MultiTaskLassoCV)
        1    0.000    0.000    0.000    0.000 bllip.py:115(BllipParser)
        1    0.000    0.000    0.000    0.000 corenlp.py:176(GenericCoreNLPParser)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1915(Any)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5585(mielke_gen)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1313(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 threading.py:1189(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 wordfinder.py:11(<module>)
        1    0.000    0.000    0.000    0.000 ycoe.py:30(YCOECorpusReader)
        1    0.000    0.000    0.000    0.000 _passive_aggressive.py:9(PassiveAggressiveClassifier)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:922(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:132(RBFInterpolator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4287(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 nonlin.py:1241(DiagBroyden)
        1    0.000    0.000    0.000    0.000 weakref.py:350(__init__)
        1    0.000    0.000    0.000    0.000 mio4.py:93(VarReader4)
        1    0.000    0.000    0.000    0.000 _passive_aggressive.py:304(PassiveAggressiveRegressor)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3533(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 distance.py:1727(PDistWeightedMetricWrapper)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 util.py:133(_DendrogramNode)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:1955(ElasticNetCV)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:2464(MultiTaskLasso)
        1    0.000    0.000    0.000    0.000 pool.py:217(MemmappingPool)
        1    0.000    0.000    0.000    0.000 pydoc.py:1863(<listcomp>)
        1    0.000    0.000    0.000    0.000 tableau.py:603(Categories)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 bracket_parse.py:26(BracketParseCorpusReader)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1888(ZeroWidthBase)
        1    0.000    0.000    0.000    0.000 drt.py:942(DrtApplicationExpression)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:574(nhypergeom_gen)
        1    0.000    0.000    0.000    0.000 glue.py:36(GlueFormula)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:37(SphericalVoronoi)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 malt.py:94(MaltParser)
        1    0.000    0.000    0.000    0.000 tree.py:1378(MultiParentedTree)
        1    0.000    0.000    0.000    0.000 pydoc.py:2216(ModuleScanner)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 records.py:88(format_parser)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:314(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 interface.py:661(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 __init__.py:2162(NullHandler)
        1    0.000    0.000    0.000    0.000 panlex_swadesh.py:31(PanlexSwadeshCorpusReader)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:107(_WeakArrayKeyMap)
        1    0.000    0.000    0.000    0.000 logic.py:1410(AbstractVariableExpression)
        1    0.000    0.000    0.000    0.000 pydoc.py:521(HTMLRepr)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7177(rice_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3171(gompertz_gen)
        1    0.000    0.000    0.000    0.000 snowball.py:2618(GermanStemmer)
        1    0.000    0.000    0.000    0.000 _search.py:1395(RandomizedSearchCV)
        1    0.000    0.000    0.000    0.000 queues.py:195(SimpleQueue)
        1    0.000    0.000    0.000    0.000 timeit.py:83(Timer)
        4    0.000    0.000    0.000    0.000 logic.py:130(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:603(BaseHandler)
        1    0.000    0.000    0.000    0.000 ibm1.py:72(IBMModel1)
        1    0.000    0.000    0.000    0.000 interface.py:553(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 interface.py:573(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 regexp.py:14(RegexpStemmer)
        1    0.000    0.000    0.000    0.000 _logistic.py:1703(LogisticRegressionCV)
        1    0.000    0.000    0.000    0.000 _split.py:273(_BaseKFold)
        1    0.000    0.000    0.000    0.000 maxent.py:476(BinaryMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:184(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 nosetester.py:112(NoseTester)
        1    0.000    0.000    0.000    0.000 blas.py:239(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2598(MaskedIterator)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 glm.py:666(TweedieRegressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:2159(CompleteDirs)
        1    0.000    0.000    0.000    0.000 grammar.py:252(Production)
        1    0.000    0.000    0.000    0.000 evaluate.py:250(Assignment)
        1    0.000    0.000    0.000    0.000 logic.py:1757(NegatedExpression)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:402(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 argparse.py:116(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 api.py:162(Alignment)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1266(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 core.py:972(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 interface.py:688(_PowerLinearOperator)
        5    0.000    0.000    0.000    0.000 regex.py:636(<genexpr>)
        1    0.000    0.000    0.000    0.000 hb.py:46(HBInfo)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:1107(Lasso)
        1    0.000    0.000    0.000    0.000 sequential.py:260(NgramTagger)
        7    0.000    0.000    0.000    0.000 _regex_core.py:2336(_flush_set_members)
        1    0.000    0.000    0.000    0.000 logic.py:701(ComplexType)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1871(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 case.py:1404(_SubTest)
        1    0.000    0.000    0.000    0.000 _util.py:174(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 reviews.py:75(Review)
        1    0.000    0.000    0.000    0.000 kmeans.py:21(KMeansClusterer)
        1    0.000    0.000    0.000    0.000 indian.py:26(IndianCorpusReader)
        1    0.000    0.000    0.000    0.000 simple.py:103(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1153(zipfian_gen)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:174(_ndptr)
        1    0.000    0.000    0.000    0.000 _iotools.py:134(LineSplitter)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:11(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 lexicon.py:80(CCGLexicon)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:27(DependencySpan)
        1    0.000    0.000    0.000    0.000 chart.py:1286(FilteredBottomUpPredictCombineRule)
        1    0.000    0.000    0.000    0.000 base.py:611(ClassifierMixin)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 ibm2.py:55(IBMModel2)
        1    0.000    0.000    0.000    0.000 linearlogic.py:92(AtomicExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:1278(Popen)
        1    0.000    0.000    0.000    0.000 framenet.py:901(Future)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 sequential.py:421(AffixTagger)
        1    0.000    0.000    0.000    0.000 featstruct.py:1331(_UnificationFailure)
        2    0.000    0.000    0.000    0.000 core.py:3421(shape)
        1    0.000    0.000    0.000    0.000 interface.py:753(IdentityOperator)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:11(_VisualBlock)
        1    0.000    0.000    0.000    0.000 grammar.py:83(Nonterminal)
        4    0.000    0.000    0.000    0.000 function_base.py:1640(_trim_zeros)
        1    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
        1    0.000    0.000    0.000    0.000 api.py:28(ClassifierI)
        1    0.000    0.000    0.000    0.000 tree.py:1256(ParentedTree)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3325(fix_groups)
        1    0.000    0.000    0.000    0.000 drt.py:672(DrtNegatedExpression)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
